title,href,frequencies,email,categories
Real Music FM,https://www.radio-uk.co.uk/real-music-fm,London: Online,realmusicfm9@gmail.com,"Reggae, Soul, R&B"
Radio Le Mans,https://www.radio-uk.co.uk/radio-le-mans,Mansfield: Online,,
UCB2,https://www.radio-uk.co.uk/ucb-2-inspirational,Stoke-on-Trent: DAB,ucb@ucb.co.uk,"Christian Contemporary, Gospel, Religious"
Jazz London Radio,https://www.radio-uk.co.uk/jazz-london-radio,London: Online,official@jazzlondonradio.com,Jazz
In Demand Radio,https://www.radio-uk.co.uk/in-demand-radio,Wallasey: DAB,info@indemandradio.com,
Frisk Radio,https://www.radio-uk.co.uk/frisk-radio,London: Online,,Dance
Nation Radio Scotland,https://www.radio-uk.co.uk/nation-radio-scotland,Glasgow: 96.3 FM,enquiries@nationradio.uk,"Pop Music, 80s, 90s"
Manx Radio AM,https://www.radio-uk.co.uk/manx-radio-am,Douglas: 1364 AM,studio@manxradio.com,"Local, Community, News"
Fantasy Radio UK,https://www.radio-uk.co.uk/fantasy-radio-uk,"City of London: Online,London: Online",fantasyradiouk@gmail.com,"80s, Classic Hits, Pop Music"
NME 1,https://www.radio-uk.co.uk/nme-1,London: Online,info@themusicmachine.co.uk,"Alternative Rock, Indie, Modern Rock"
The Christmas Radio,https://www.radio-uk.co.uk/the-christmas-radio2,Internet/Community,admin@thechristmasradio.com,"Christmas, Christian"
Downtown Radio,https://www.radio-uk.co.uk/downtown-radio2,"Belfast: 103.4 FM,Londonderry: 102.4 FM,Newtownards: 103.4 FM",,Hot AC
Throwback Hits,https://www.radio-uk.co.uk/throwback-hits,Internet/Community,studio@hitsplayer.com,"Dance, R&B, Pop Music"
1Mix Radio - Trance,https://www.radio-uk.co.uk/1mix-radio-trance,Douglas: Online,,Trance
Panjab Radio,https://www.radio-uk.co.uk/panjab-radio,Hayes: 558 AM,info@panjabradio.co.uk,Ethnic
4Tune FM,https://www.radio-uk.co.uk/4tune-fm,Internet/Community,info@4tunefm.co.uk,"80s, 70s, 60s"
Capital Yorkshire South and West,https://www.radio-uk.co.uk/capital-yorkshire,Leeds: 105.1 FM,customer.support@global.com,Pop Music
Soul City Radio,https://www.radio-uk.co.uk/soul-city-radio,Internet/Community,,"Disco, 70s, Soul"
Trancetechnique,https://www.radio-uk.co.uk/trancetechnique,Glasgow: Online,Contact@trancetechnique.UK,"EDM - Electronic Dance Music, Electronic, Dance"
Nashville Worldwide Country Radio,https://www.radio-uk.co.uk/nashville-worldwide,Bexhill-on-Sea: Online,enquiries@nashvilleworldwide.com,"Folk, Classic Country, Country"
NonStopPlay Pure Dance,https://www.radio-uk.co.uk/nonstopplay-pure-dance,London: Online,studio@nonstopplay.com,"Dance, Electronic, EDM - Electronic Dance Music"
Pure Dance Radio UK ♪,https://www.radio-uk.co.uk/pure-dance-radio-uk,Brighton: 87.7 FM,,"Variety, Dance"
24-7 Rock 'N Roll,https://www.radio-uk.co.uk/24-7-rock-n-roll,London:,nicheradio247@gmail.com,Rock
24-7 Dreamboats & Petticoats,https://www.radio-uk.co.uk/24-7-dreamboats-petticoats,Nottingham: Online,nicheradio247@gmail.com,"Classic Hits, Oldies, Rock"
80s Zoom,https://www.radio-uk.co.uk/80s-radio-zoom,London: Online,feedback@zoom80s.xyz,"Oldies, 80s, AAA - Adult Album Alternative"
Discover Trance Radio,https://www.radio-uk.co.uk/discover-trance-radio,London: Online,,Trance
Classical Jazz Radio,https://www.radio-uk.co.uk/classical-jazz-radio,Brighton:,,"Classical, Jazz"
Crime Incorporated - Pumpkin FM,https://www.radio-uk.co.uk/pumpkin-fm-crime-central,City of London: Online,,Talk
24-7 The ‘70s,https://www.radio-uk.co.uk/24-7-the-70s,London: Online,nicheradio247@gmail.com,"Pop Music, 70s"
Oldies Radio Station UK,https://www.radio-uk.co.uk/oldies-radio-station-uk,"Margate: Online,Ramsgate: Online",galaxyradiouk@outlook.com,Oldies
Starpoint Radio,https://www.radio-uk.co.uk/starpoint-radio,City of London: Online,studio@starpointradio.com,"Soul, House, Jazz"
Broadland Radio,https://www.radio-uk.co.uk/broadland,Norwich: DAB,studio@playbroadland.co.uk,Adult Contemporary
Total Rock,https://www.radio-uk.co.uk/total-rock,London: Online,,"Rock, Metal"
NOW Radio Rock,https://www.radio-uk.co.uk/now-radio-rock,"Aberdeen: Online,Dundee: Online,Edinburgh: Online,Glasgow: Online,Inverness: Online",studio@mynowradio.co.uk,"Rock, Top 40, Modern Rock"
Boot Boy Radio,https://www.radio-uk.co.uk/boot-boy-radio,Internet/Community,,Reggae
EruptionRadio.uk,https://www.radio-uk.co.uk/eruption-radio,London:,,"EDM - Electronic Dance Music, Dance, 90s"
Beam FM - UK,https://www.radio-uk.co.uk/beam-fm,"Birmingham: Online,Glasgow: Online,Leeds: Online,Liverpool: Online,London: Online,Manchester: Online,Newcastle upon Tyne: Online,Nottingham: Online,Southampton: Online",,Top 40
Hard House UK,https://www.radio-uk.co.uk/hard-house-uk,London: Online,,"House, EDM - Electronic Dance Music, Dance"
NTS Radio 1,https://www.radio-uk.co.uk/nts-radio,London: Online,hello@ntslive.co.uk,"Eclectic, Alternative Rock"
BOX : Radio 6 (Classic Hip-Hop),https://www.radio-uk.co.uk/radio-6,London: Online,hello@boxradio.net,"80s, Hip Hop, 90s"
Lyca Radio,https://www.radio-uk.co.uk/lyca-radio-1458-am,London: 1458 AM,info@lycaradio.com,"Hindi, Bollywood"
Beach House Radio Chill,https://www.radio-uk.co.uk/beach-house-radio-terrazza,City of London: Online,,Chillout
BBC Asian Network,https://www.radio-uk.co.uk/bbc-asian-network,"Birmingham: 828 AM,Blackburn: 855 AM,Leeds: 774 AM,Peterborough: 1449 AM,Sheffield: 1035 AM",,
24-7 The ‘80s,https://www.radio-uk.co.uk/24-7-the-80s,London:,nicheradio247@gmail.com,"Pop Music, 80s"
Classic Hits Forest Radio,https://www.radio-uk.co.uk/classic-hits-forest-gold,Epping: Online,studio@forestradiouk.com,"60s, Oldies, 70s"
Dragon Radio,https://www.radio-uk.co.uk/dragon-radio,Cowbridge: DAB,enquiries@dragonradio.wales,
DanceLand Anthems,https://www.radio-uk.co.uk/danceland-anthems,"Glasgow: DAB,Manchester: DAB,Stockport: DAB",paul.willett@likemedia.group,"90s, Dance, EDM - Electronic Dance Music"
Fresh Gold Radio,https://www.radio-uk.co.uk/fresh-gold-radio,Felixstowe: Online,freshgoldstudio@gmail.com,"Oldies, Classic Hits, Variety"
Radio Jackie,https://www.radio-uk.co.uk/radio-jackie,Kingston: 107.8 FM,info@radiojackie.com,Pop Music
Old Skool Anthems,https://www.radio-uk.co.uk/old-skool-anthems,Internet/Community,,
Nation Radio Wales,https://www.radio-uk.co.uk/nation-radio,"Cardiff: 106.8 FM,Newport: DAB,Swansea: Online",enquiries@nationradio.wales,Alternative Rock
Smooth South Wales,https://www.radio-uk.co.uk/smooth-south-wales,Cardiff: 1359 AM,Customer.Support@Global.com,Easy Listening
The Big Cheese Radio,https://www.radio-uk.co.uk/the-big-cheese-radio,Manchester: Online,bc@thebigcheeseradio.co.uk,"Top 40, 80s, 90s"
Easy Hits,https://www.radio-uk.co.uk/easy-hits,Internet/Community,studio@easyhitsradio.uk,"90s, Adult Contemporary, 80s"
House Radio,https://www.radio-uk.co.uk/house-radio,City of London: Online,houseradionet@gmail.com,"Electronic, EDM - Electronic Dance Music, House"
Nu Disco Funk Radio,https://www.radio-uk.co.uk/nu-disco-funk-radio,City of London: Online,jmastersites@gmail.com,"Disco, Dance, House"
Pure FM UK,https://www.radio-uk.co.uk/pure-fm-uk,London: Online,purefmuk@gmail.com,"Dance, EDM - Electronic Dance Music, House"
Heart 102.4 & 103.5 - Sussex,https://www.radio-uk.co.uk/heart-sussex,"Brighton: 103.5 FM,Eastbourne: 102.4 FM",customer.support@global.com,Hot AC
Asian Star Radio,https://www.radio-uk.co.uk/asian-star-1016-fm,"Birmingham: DAB+,London: DAB+,Manchester: DAB+,Slough: 101.6 FM",studio@asianstar1016.co.uk,Bollywood
Angel Radio,https://www.radio-uk.co.uk/angel-radio,Havant: 101.1 FM,studio@angelradio.uk,Oldies
RJR Radio 98.3 FM,https://www.radio-uk.co.uk/rjr-radio-983-fm,London: 98.3 FM,rjr983fm@gmail.com,"Soul, Reggae"
Radio Punjabi Virsa,https://www.radio-uk.co.uk/radio-punjabi-virsa,City of London: Online,,Variety
American Comedy - ROKiT Radio Network,https://www.radio-uk.co.uk/american-comedy-rokit-radio-network,London: Online,,Comedy
Raw Soul Radio live,https://www.radio-uk.co.uk/raw-soul-radio-media-uk,Internet/Community,info@rawsoulmedia.com,"Hip Hop, Chillout, Jazz"
House Heads UK,https://www.radio-uk.co.uk/house-heads-uk,Birmingham: Online,,"House, 90s, Dance"
NOW Radio Gold,https://www.radio-uk.co.uk/now-radio-gold,"Aberdeen: Online,Dundee: Online,Edinburgh: Online,Glasgow: Online,Inverness: Online,Perth: Online",studio@mynowradio.co.uk,"70s, 60s, Variety"
Swinging Radio 60s,https://www.radio-uk.co.uk/swinging-radio-60s,City of London: Online,,60s
Liverpool Live Radio,https://www.radio-uk.co.uk/liverpool-live-radio,Liverpool: DAB,,
House,https://www.radio-uk.co.uk/house,Durham: Online,info@hearme.fm,"House, EDM - Electronic Dance Music, Dance"
Funky Essex,https://www.radio-uk.co.uk/funky-essex,Costessey: 103.7 FM,info@funky.sx,"90s, Variety, Dance"
Clubland Radio UK,https://www.radio-uk.co.uk/clubland-radio-uk2,Eastleigh: Online,paddyrange72@hotmail.com,
Gem 10s,https://www.radio-uk.co.uk/gem-10s,Internet/Community,,"00s, Adult Contemporary"
Radio Essex,https://www.radio-uk.co.uk/radio-essex,Chelmsford: 107.7 FM,,Pop Music
Hit Music Network 60's,https://www.radio-uk.co.uk/hit-music-network-60s,London: Online,gavin@hitmusicnetwork.net,60s
Rockabilly Radio,https://www.radio-uk.co.uk/rockabilly-radio,London: Online,,"R&B, Rock"
The BEAT,https://www.radio-uk.co.uk/the-beat,London: 103.6 FM,info@thebeat1036.com,"R&B, Hip Hop, Soul"
Trax Radio UK - Motown & Soul,https://www.radio-uk.co.uk/trax-radio-motown-soul,Stoke-on-Trent: Online,admin@trax-radio-uk.com,"60s, Soul"
Futuredrumz Jungle Drum and Bass Radio,https://www.radio-uk.co.uk/futuredrumz-jungle-drum-and-bass-radio,London: Online,,"Dance, EDM - Electronic Dance Music, 90s"
Sun FM Radio,https://www.radio-uk.co.uk/sun-fm-radio,Sunderland: 103.4 FM,studio@sun-fm.com,Adult Contemporary
Heart Tyne & Wear,https://www.radio-uk.co.uk/heart-tyne-wear,Newcastle upon Tyne: 101.8 FM,Customer.Support@Global.com,Adult Contemporary
Rude 88.2 FM,https://www.radio-uk.co.uk/rude-882-fm,London: 88.2 FM,info@rudefm.com,"EDM - Electronic Dance Music, Eclectic, Electronic"
BBC Radio Wales,https://www.radio-uk.co.uk/bbc-radio-wales,Cardiff: 103.9 FM,,"Community, News, Regional"
24-7 Punk,https://www.radio-uk.co.uk/24-7-punk,Internet/Community,nicheradio247@gmail.com,Rock
BBC World Service for Africa,https://www.radio-uk.co.uk/bbc-world-service-for-africa,Internet/Community,,"International, News"
KL COUNTRY,https://www.radio-uk.co.uk/kl-country,"Hunstanton: Online,Kings Lynn: Online",studio@kl1radio.co.uk,"Country, Classic Country"
Trance,https://www.radio-uk.co.uk/trance,Durham: Online,info@hearme.fm,"EDM - Electronic Dance Music, Soundtracks, Dance"
UCB1,https://www.radio-uk.co.uk/ucb-1-uk,Stoke-on-Trent: DAB+,ucb@ucb.co.uk,"News, Christian Contemporary, Religious"
BritCom 4 - Pumpkin FM,https://www.radio-uk.co.uk/britcom-4-pumpkin-fm,City of London: Online,pumpkinfm@gmail.com,Comedy
BritAsia Radio,https://www.radio-uk.co.uk/britasia-radio,Birmingham: Online,tony@britasia.tv,
ReggaeSpace Online Radio,https://www.radio-uk.co.uk/reggaespace-online-radio,Telford:,promo@reggaespace.com,"World Music, Oldies, Reggae"
LASER558,https://www.radio-uk.co.uk/laser558,Internet/Community,contact@laser558.com,"60s, 70s, 80s"
The Sound Of Trance,https://www.radio-uk.co.uk/the-sound-of-trance,Internet/Community,,"Techno, EDM - Electronic Dance Music, Trance"
British Homefront Radio,https://www.radio-uk.co.uk/british-homefront-radio,London: Online,,"Jazz, Oldies"
Pirate 80s,https://www.radio-uk.co.uk/pirate-80s2,Internet/Community,,80s
Vision Radio UK,https://www.radio-uk.co.uk/vision-radio-uk,London: Online,support@visionradiouk.com,"Pop Music, Dance, EDM - Electronic Dance Music"
Capital Nottinghamshire,https://www.radio-uk.co.uk/capital-nottinghamshire,Nottingham: 96.2 FM,customer.support@global.com,"Pop Music, R&B"
Ace Cafe Radio,https://www.radio-uk.co.uk/ace-cafe-radio,London: Online,,"Country, Indie, Blues"
Linn Classical,https://www.radio-uk.co.uk/linn-classical,Glasgow: Online,,Classical
Danceland,https://www.radio-uk.co.uk/danceland,"Glasgow: DAB,Manchester: DAB,Stockport: DAB",paul.willett@likemedia.group,"Dance, EDM - Electronic Dance Music"
NTS Radio 2,https://www.radio-uk.co.uk/nts-radio-2,London: Online,hello@ntslive.co.uk,"Alternative Rock, Eclectic"
Different Drumz,https://www.radio-uk.co.uk/different-drumz,City of London: Online,,"World Music, Electronic"
45 Radio,https://www.radio-uk.co.uk/45-radio,London: DAB,studio@my45music.uk,"70s, 90s, 80s"
Garage Nation Radio,https://www.radio-uk.co.uk/garage-nation-radio,Internet/Community,,
Lyca Radio - Greater Manchester,https://www.radio-uk.co.uk/asian-sound-radio,"Lancaster: 963 AM,Manchester: 1377 AM",info@lycaradio.com,"World Music, Bollywood"
Flex FM Radio Birmingham,https://www.radio-uk.co.uk/flex-fm-radio-birmingham,Birmingham: Online,flexfmradio@outlook.com,"R&B, Hip Hop, Reggae"
Electric Radio,https://www.radio-uk.co.uk/electric-radio,"Brighton: Online,London: Online",,"Dance, Electronic, EDM - Electronic Dance Music"
Capital Birmingham,https://www.radio-uk.co.uk/capital-birmingham,Birmingham: 102.2 FM,customer.support@global.com,Pop Music
Capital Edinburgh,https://www.radio-uk.co.uk/capital-edinburgh,Edinburgh: 106.1 FM,customer.support@global.com,Pop Music
Dancefmlive,https://www.radio-uk.co.uk/dancefmlive,Blackpool: Online,,"House, EDM - Electronic Dance Music, Dance"
The Elvis Radio Show UK,https://www.radio-uk.co.uk/the-elvis-radio-show-uk,Great Leighs: Online,theelvisradioshowuk@gmail.com,"Oldies, 60s, 70s"
Hip-Hop Wastelands,https://www.radio-uk.co.uk/hip-hop-wastelands,Abbey Wood: Online,,Hip Hop
BBC Radio Manchester,https://www.radio-uk.co.uk/bbc-radio-manchester,Manchester: 95.1 FM,,"Local, Community, Variety"
Capital South Wales,https://www.radio-uk.co.uk/capital-south-wales,Cardiff: 103.2 FM,customer.support@global.com,Pop Music
Mix UK,https://www.radio-uk.co.uk/the-mix-radio-2,"City of London: Online,Stowmarket: Online",hello@themixradio.co.uk,"Pop Music, R&B, Dance"
Stomp Radio,https://www.radio-uk.co.uk/stomp-radio,London: Online,,Soul
Heart Scotland - East,https://www.radio-uk.co.uk/heart-scotland-east,Edinburgh: 101.1 FM,Customer.Support@Global.com,Hot AC
Mi-House Radio,https://www.radio-uk.co.uk/mi-house-radio,London: Online,,
Just House Music,https://www.radio-uk.co.uk/just-house-miusic,City of London: Online,dj@justhousemusic.co.uk,House
Sherwood Radio,https://www.radio-uk.co.uk/sherwood-radio,Nottingham: Online,hello@sherwoodradio.co.uk,"70s, 60s, 00s"
Radio XL,https://www.radio-uk.co.uk/radio-xl,Birmingham: 1296 AM,info@radioxl.net,Bollywood
Like Country,https://www.radio-uk.co.uk/like-country,Internet/Community,paul.willett@likemedia.group,"Country, Classic Country"
Radio Kicks FM,https://www.radio-uk.co.uk/radio-kicks-fm,London: Online,studio@kicks.fm,Talk
Tomorrowland Anthems,https://www.radio-uk.co.uk/tomorrowland-anthems,Internet/Community,,
Pure Radio Scotland,https://www.radio-uk.co.uk/pure-radio-scotland,Glasgow: DAB,,
Dylan Radio,https://www.radio-uk.co.uk/dylan-radio,Glasgow: Online,,
Blues Rock,https://www.radio-uk.co.uk/blues-rock,Durham: Online,info@hearme.fm,"Alternative Rock, Classic Rock, Blues"
Roots FM Reloaded,https://www.radio-uk.co.uk/roots-fm-reloaded,London: Online,admin@ukrootsfm.com,"Soul, Reggae"
BBC Leeds 92.4 FM,https://www.radio-uk.co.uk/bbc-leeds-924-fm,Leeds: 92.4 FM,,"Community, News, Variety"
Capital Yorkshire East,https://www.radio-uk.co.uk/capital-east-yorkshire-1058,Beverley: 105.8 FM,customer.support@global.com,Pop Music
Celtic Music Radio,https://www.radio-uk.co.uk/celtic-music-radio,"Glasgow: 95.0 FM,Glasgow: DAB+",studio@celticmusicradio.net,Public
Sami Swoi Radio,https://www.radio-uk.co.uk/sami-swoi-radio,London: DAB +,redakcja@samiswoiradio.co.uk,"Adult Contemporary, 90s, Easy Listening"
Radio Asian Fever,https://www.radio-uk.co.uk/radio-asian-fever,Leeds: 107.3 FM,info@radioasianfever.co.uk,
Lazy Gold,https://www.radio-uk.co.uk/lazy-gold,Birmingham: Online,hello@lazygold.co.uk,"70s, 80s, 60s"
Heart Northamptonshire,https://www.radio-uk.co.uk/heart-northamptonshire,Northampton: 96.6 FM,Customer.Support@Global.com,Pop Music
Belfast 89FM,https://www.radio-uk.co.uk/belfast-89fm,Belfast: 89.3 FM,studio@belfast89.com,Oldies
Original 106,https://www.radio-uk.co.uk/original-106,Aberdeen: 106.8 FM,news@originalfm.com,Adult Contemporary
BOX : Afrofusion Rap (Hip-Hop),https://www.radio-uk.co.uk/box-urban-7,London: Online,hello@boxradio.net,"Top 40, Hip Hop"
NOW Radio,https://www.radio-uk.co.uk/now-radio,Montrose: Online,studio@mynowradio.co.uk,"Variety, Top 40, Pop Music"
24-7 Dance Rock,https://www.radio-uk.co.uk/24-7-dance-rock,Internet/Community,nicheradio247@gmail.com,"Rock, Modern Rock"
NME 2,https://www.radio-uk.co.uk/nme-2,London: Online,info@themusicmachine.co.uk,"Indie, Dance, Alternative Rock"
Westside Radio,https://www.radio-uk.co.uk/westside-radio,London: 89.6 FM,info@thisiswestside.com,Hip Hop
NOW Radio Extra,https://www.radio-uk.co.uk/now-radio-extra,"Aberdeen: Online,Dundee: Online,Edinburgh: Online,Glasgow: Online,Inverness: Online",studio@mynowradio.co.uk,"Top 40, 90s, 80s"
Gem 90s,https://www.radio-uk.co.uk/gem-90s,Internet/Community,,90s
BBC Radio Merseyside,https://www.radio-uk.co.uk/bbc-radio-merseyside,Liverpool: 95.8 FM,radio.merseyside.news@bbc.co.uk,"Local, Variety, Community"
Feel Dance UK,https://www.radio-uk.co.uk/feel-dance-uk,London: Online,,Dance
Pure Vybz Radio,https://www.radio-uk.co.uk/pure-vybz-radio,Harrow: Online,redlion@purevybzradio.org,"R&B, Soul, Reggae"
Classical Relaxation,https://www.radio-uk.co.uk/classical-relaxation,Durham: Online,info@hearme.fm,"Children’s Music, Classical, Chillout"
975 Kemet FM,https://www.radio-uk.co.uk/975-kemet-fm2,Nottingham: 97.5 FM,info@975kemetfm.com,
Point Blank Radio,https://www.radio-uk.co.uk/point-blank-radio,London: Online,,"Electronic, House"
Forever Gold,https://www.radio-uk.co.uk/forever-gold,Internet/Community,info@forevergoldradio.com,"90s, 70s, 80s"
Heart Essex,https://www.radio-uk.co.uk/heart-essex,Chelmsford: 102.6 FM,Customer.Support@Global.com,Adult Contemporary
Caroline Coastal FM,https://www.radio-uk.co.uk/caroline-community-radio,"London: 94.7 FM,Maldon: 104.7FM",info@carolinecoastal.co.uk,Community
Passion Radio UK,https://www.radio-uk.co.uk/passion-radio-uk,Huddersfield: Online,,R&B
Mas Latina,https://www.radio-uk.co.uk/digital-sound,Loftus: Online,fgdigitalsound@gmail.com,Latino
Old Time GOLD - ROKiT Radio Network,https://www.radio-uk.co.uk/old-time-gold-rok-classic-radio,London: Online,,
Fun Kids,https://www.radio-uk.co.uk/fun-kids,London: Online,,Children’s Music
Jazz Radio International,https://www.radio-uk.co.uk/jazz-radio-international,London: Online,,"Jazz, Classical"
The Groove,https://www.radio-uk.co.uk/stateside-fm,London: Online,,"Disco, R&B, Soul"
The Cheese,https://www.radio-uk.co.uk/the-cheese,Cardiff: Online,cheesemeister@wearethecheese.com,"80s, 70s, 60s"
Time 107.5,https://www.radio-uk.co.uk/time-1075,Romford: 107.5 FM,onair@time1075.net,Adult Contemporary
24-7 Just Rock,https://www.radio-uk.co.uk/24-7-just-rock,London:,nicheradio247@gmail.com,Rock
ZeroRadio,https://www.radio-uk.co.uk/zeroradio,City of London: Online,,
Memory Lane Radio,https://www.radio-uk.co.uk/memory-lane-uk-radio,"Birmingham: Online,Bristol: Online,Cardiff: Online,Exeter: Online,London: Online,Manchester: Online,Newcastle upon Tyne: Online",studio@memorylaneradio.co.uk,"Classic Hits, Comedy, Oldies"
Hit Music Network 70's,https://www.radio-uk.co.uk/hit-music-network-70s,London: Online,gavin@hitmusicnetwork.net,70s
BBC WM 95.6,https://www.radio-uk.co.uk/bbc-wm-956,Birmingham: 95.6 FM,,"News, Community, Variety"
Big City Radio,https://www.radio-uk.co.uk/big-city-radio,Birmingham: Online,studio@bigcityradio.org.uk,"90s, Top 40, Reggae"
